n_du_site;latitude_du_site;longitude_du_site;altitude_du_site;altitude_du_site_ign;nom_du_site;commune;departement;region;pays;numero_de_maille_drias;numero_de_maille_safran
217226;44.86202;6.605293;1220;1238;fenouil;Villar-Saint-Pancrace;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6831;7323
217227;45.83086;5.74758;230;231;RNN Marais de Lavours;Ceyzérieu;Ain;Auvergne-Rhône-Alpes;France;8681;6263
221609;42.47719;2.306316;1545;1541;Mantet_village;Mantet;Pyrénées-Orientales;Occitanie;France;1926;9754
221610;42.47382;2.299763;1525;1507;Farga_de_mantet;Mantet;Pyrénées-Orientales;Occitanie;France;1926;9754
221611;44.974392;2.464694;850;802;roudadou;Saint-Simon;Cantal;Auvergne-Rhône-Alpes;France;6933;7201
227439;42.96713;1.604575;360;387;Bord de l'Arget (rue des Moulins, Foix);Foix;Ariège;Occitanie;France;2920;9490
228132;44.301117;6.39758;1310;1313;Amédée;Seyne;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5685;7982
228817;44.30007;6.399041;1310;1313;Amédée;Seyne;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5685;7982
228818;43.07003;0.14603;550;538;COLLEGE BLANCHE ODIN;Bagnères-de-Bigorre;Hautes-Pyrénées;Occitanie;France;3048;9427
229507;45.93117;6.871278;1070;1080;fouine;Chamonix-Mont-Blanc;Haute-Savoie;Auvergne-Rhône-Alpes;France;8977;6104
230246;46.74593;5.905388;550;533;parc abords établissement scolaire;Champagnole;Jura;Bourgogne-Franche-Comté;France;10541;5018
232279;45.61171;4.614504;560;559;citron;Chabanière;Rhône;Auvergne-Rhône-Alpes;France;8241;6491
232280;45.6195;5.226574;245;234;l isle d'abeau;L'Isle-d'Abeau;Isère;Auvergne-Rhône-Alpes;France;8247;6497
232282;42.23395;1.392442;1150;NA;Cal Camps;Ribera d'Urgellet;Lérida;Catalogne;Espagne;NA;NA
235608;42.98181;-1.372347;840;888;Aurizberriko eskola;Erro;Pirinioak / Pirineo;Navarre;Espagne;3033;9412
236920;42.231277;2.286165;750;NA;Molí Petit;Sant Joan de les Abadesses;Gérone;Catalogne;Espagne;NA;NA
240910;46.342064;6.029356;769;795;Fontanettes;Gex;Ain;Auvergne-Rhône-Alpes;France;9684;5641
240912;44.90184;3.18103;980;982;commune de Val d'Arcomie (15) la Bessière de Saint-Marc;Val d'Arcomie;Cantal;Auvergne-Rhône-Alpes;France;6797;7289
242245;46.40288;6.517156;381;373;Delta de la Dranse;Publier;Haute-Savoie;Auvergne-Rhône-Alpes;France;9832;5552
242246;42.31597;2.105867;1100;1119;Parc Escola Planoles;Ripollais;Gérone;Catalogne;Espagne;NA;NA
242247;42.797855;-0.960263;683;NA;Erronkari / Roncal;Pirinioak / Pirineo;Pirinioak / Pirineo;Navarre;Espagne;NA;NA
242249;45.019802;6.631987;1614;1618;jardin parc;Névache;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;7117;7163
242255;44.258114;6.9236;1160;1157;Sentier de l'Eau;Saint-Étienne-de-Tinée;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;France;5690;7987
242256;45.021362;3.871844;733;727; Vals;Vals-près-le-Puy;Haute-Loire;Auvergne-Rhône-Alpes;France;6947;7215
242257;45.55052;6.498955;1280;1257;derriere ma maison ;La Léchère;Savoie;Auvergne-Rhône-Alpes;France;8259;6509
242260;42.352894;1.4535;686;NA;Santa Magdalena;la Seu d'Urgell;Lérida;Catalogne;Espagne;NA;NA
242262;42.89914;-1.090093;760;802;DBHI Otsagabia;Pirinioak / Pirineo;Pirinioak / Pirineo;Navarre;Espagne;NA;NA
242264;46.36578;6.021808;1272;1301;Faucille;Mijoux;Ain;Auvergne-Rhône-Alpes;France;9827;5547
242270;42.50452;2.019522;1784;1795;10rue des tourrigueilles ;Égat;Pyrénées-Orientales;Occitanie;France;1923;9751
242271;42.498474;1.500683;1000;NA;Col·legi Janer;Inconnu;Inconnu;Inconnu;Inconnu;1918;9746
242273;45.79706;7.608118;1540;NA;Noussan;Antey-Saint-André;Antey-Saint-André;Vallée d'Aoste;Italie;NA;NA
242274;46.255478;5.664493;584;607;parcours de santé;Oyonnax;Ain;Auvergne-Rhône-Alpes;France;9538;5731
242275;44.97949;5.48037;1365;1343;aceracee;La Chapelle-en-Vercors;Drôme;Auvergne-Rhône-Alpes;France;6963;7231
247636;46.46519;6.033302;1100;1100;Chemin du Pont Perroud;Prémanon;Jura;Bourgogne-Franche-Comté;France;9970;5451
248652;42.51733;2.021817;1850;1961;plantation de mélèze ;Font-Romeu-Odeillo-Via;Pyrénées-Orientales;Occitanie;France;1923;9751
249625;45.40775;6.45444;1519;1572;le_planay;Les Belleville;Savoie;Auvergne-Rhône-Alpes;France;7973;6671
249626;45.43358;6.48268;1151;1148;st_jean;Les Belleville;Savoie;Auvergne-Rhône-Alpes;France;7973;6671
256697;42.45406;2.28032;1993;1974;Font_de_les_soques;Mantet;Pyrénées-Orientales;Occitanie;France;NA;NA
256698;45.40786;6.45955;1491;1472;le_planay;Les Belleville;Savoie;Auvergne-Rhône-Alpes;France;7973;6671
258357;45.767666;6.705532;1850;1856;Les_Pres;Les Contamines-Montjoie;Haute-Savoie;Auvergne-Rhône-Alpes;France;8690;6272
258360;45.76526;7.674636;1300;NA;cedre;Grun;Saint-Vincent;Vallée d'Aoste;Italie;NA;NA
260207;44.76607;2.778995;1030;887;Alpuech;Argences en Aubrac;Aveyron;Occitanie;France;6507;7451
260208;45.16372;5.536649;1062;1039;Combe Gonnet;Autrans-Méaudre en Vercors;Isère;Auvergne-Rhône-Alpes;France;7392;6993
279802;46.02579;6.920217;1331;1318;Les Regards;Vallorcine;Haute-Savoie;Auvergne-Rhône-Alpes;France;9121;6015
284842;45.304;6.950032;1780;1754;madeleine;Val-Cenis;Savoie;Auvergne-Rhône-Alpes;France;7692;6842
304712;45.93304;6.871207;1050;1101;La sonmai;Chamonix-Mont-Blanc;Haute-Savoie;Auvergne-Rhône-Alpes;France;8977;6104
315269;45.83503;7.31919;1162;NA;asperge;Valpelline;Valpelline;Vallée d'Aoste;Italie;NA;NA
315270;45.851273;7.383589;1387;NA;asperge_ecole_oyace;Oyace;Oyace;Vallée d'Aoste;Italie;NA;NA
336666;45.380184;4.279819;490;501;college les bruneaux;Firminy;Loire;Auvergne-Rhône-Alpes;France;7666;6816
337803;44.985188;3.279719;1050;1103;Margeride;Clavières;Cantal;Auvergne-Rhône-Alpes;France;6941;7209
341902;46.2993;2.250241;457;449;Beauregard;Toulx-Sainte-Croix;Creuse;Nouvelle-Aquitaine;France;9505;5698
398176;44.39015;6.647807;1220;1166;Adroit;Barcelonnette;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5973;7819
417764;45.70218;7.24046;640;NA;Aymavilles nati 2015;Aymavilles;Aymavilles;Vallée d'Aoste;Italie;NA;NA
419161;45.702488;7.240996;640;NA;Aymavilles nati 2014;Aymavilles;Aymavilles;Vallée d'Aoste;Italie;NA;NA
419775;45.01703;4.072482;990;962;Mon jardin;Saint-Julien-Chapteuil;Haute-Loire;Auvergne-Rhône-Alpes;France;6949;7217
421185;42.459274;1.486808;890;NA;Sant Julià- Prat del Senzill;Sant Julià de Lòria;Sant Julià de Lòria;Sant Julià de Lòria;Andorre;1918;9746
421186;45.95731;6.766569;1590;1608;Ayères (ex raisin);Passy;Haute-Savoie;Auvergne-Rhône-Alpes;France;8976;6103
421187;45.81231;6.731073;1182;1219;Cugnon (ex Rose);Les Contamines-Montjoie;Haute-Savoie;Auvergne-Rhône-Alpes;France;8690;6272
421190;45.18452;4.179707;800;765;Au sud de Grazac;Grazac;Haute-Loire;Auvergne-Rhône-Alpes;France;7379;6980
421201;44.845978;6.498735;1260;1276;bois de La Casse Roche Pointue;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
423266;42.80518;0.609272;630;629;mon jardin;Juzet-de-Luchon;Haute-Garonne;Occitanie;France;2624;9566
423889;44.676422;5.436716;515;503;Cour Ecole Caminando (Menglon);Menglon;Drôme;Auvergne-Rhône-Alpes;France;6390;7561
427173;44.39008;6.641925;1156;1141;Séolane;Barcelonnette;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5973;7819
427908;45.782364;7.315818;910;NA;asperge_ecole_roisan;Roisan;Roisan;Vallée d'Aoste;Italie;NA;NA
434636;45.783688;7.314965;902;NA;asperge_ecole_roisan;Roisan;Roisan;Vallée d'Aoste;Italie;NA;NA
439826;42.536346;1.579701;1200;1303;Camí del Solà;Vila;Encamp;Encamp;Andorre;2062;9719
461199;44.3892;6.643022;1140;1141;Internat;Barcelonnette;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5973;7819
461873;42.511433;1.542208;1070;1071;Col·legi_SAFA_Escaldes;les Escaldes;Escaldes-Engordany;Escaldes-Engordany;Andorre;1918;9746
462017;45.58358;5.914984;336;322;Bois chantemerle ;Chambéry;Savoie;Auvergne-Rhône-Alpes;France;8253;6503
462035;46.36487;2.532671;240;236;Rue Pablo Neruda;Domérat;Allier;Auvergne-Rhône-Alpes;France;9650;5607
462039;46.109062;6.082698;510;552;Feigères;Feigères;Haute-Savoie;Auvergne-Rhône-Alpes;France;9256;5916
462064;45.5178;2.7759;1300;1290;Bois des Sallis;Chastreix;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;7937;6635
462474;45.501232;7.506713;1036;NA;soana_lasinetto;Ronco Canavese;Turin;Piémont;Italie;NA;NA
462482;44.2184;5.997328;740;748;mézien 1;Entrepierres;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5538;8063
462483;46.07069;5.594422;884;877;chicoree;Brénod;Ain;Auvergne-Rhône-Alpes;France;9108;6002
462484;44.219242;5.997639;750;748;mézien 1;Entrepierres;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5538;8063
462485;44.24444;6.087177;1200;1147;Col de Malpas;Saint-Geniez;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5539;8064
462486;44.22226;6.000434;820;791;Autour de la maison;Entrepierres;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5538;8063
462491;44.22269;6.136379;1200;1283;route du col de Fontbelle;Le Castellard-Mélan;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5539;8064
462579;45.23883;5.688601;230;230;Jardin;Saint-Égrève;Isère;Auvergne-Rhône-Alpes;France;7536;6912
462580;46.50683;5.805657;800;794;Lac d'Etival;Étival;Jura;Bourgogne-Franche-Comté;France;10111;5348
462581;44.431385;5.921927;820;791;Roustagnit et Clapier Impert;Barcillonnette;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;5966;7812
462590;44.1893;5.989051;570;590;138 c route de la croix;Entrepierres;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5395;8154
463154;46.38772;6.69927;925;936;accenteur;Thollon-les-Mémises;Haute-Savoie;Auvergne-Rhône-Alpes;France;9833;5553
463155;46.38865;6.70053;928;929;accenteur;Thollon-les-Mémises;Haute-Savoie;Auvergne-Rhône-Alpes;France;9833;5553
463156;44.978634;5.48169;1365;1343;aceracee;La Chapelle-en-Vercors;Drôme;Auvergne-Rhône-Alpes;France;6963;7231
463157;44.97952;5.48164;1353;1343;aceracee;La Chapelle-en-Vercors;Drôme;Auvergne-Rhône-Alpes;France;6963;7231
463158;45.9787;6.182604;692;704;aconit;Fillière;Haute-Savoie;Auvergne-Rhône-Alpes;France;8971;6098
463159;45.97792;6.1813;692;695;aconit;Fillière;Haute-Savoie;Auvergne-Rhône-Alpes;France;8971;6098
463160;44.92767;6.715838;1860;1836;aigle;Montgenèvre;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;NA;NA
463161;44.39109;5.47294;622;685;aigrette;Rosans;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;5819;7890
463162;44.39148;5.472832;618;685;aigrette;Rosans;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;5819;7890
463163;44.38896;5.472049;607;669;aigrette;Rosans;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;5819;7890
463164;44.39061;5.47029;630;692;aigrette;Rosans;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;5819;7890
463165;44.39262;5.471545;642;685;aigrette;Rosans;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;5819;7890
463166;44.39092;5.473101;615;685;aigrette;Rosans;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;5819;7890
463167;44.39137;5.470005;635;692;aigrette;Rosans;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;5819;7890
463168;44.3931;5.474635;628;704;aigrette;Rosans;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;5819;7890
463169;44.42201;5.795288;730;740;airelle;Savournon;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;5965;7811
463170;44.42152;5.794601;730;740;airelle;Savournon;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;5965;7811
463171;44.83878;6.49229;1155;1149;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463172;44.83922;6.49283;1155;1149;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463173;44.83898;6.49355;1154;1144;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463174;44.83873;6.49295;1140;1144;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463175;44.83896;6.49304;1140;1144;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463176;44.838806;6.4932;1141;1144;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463177;44.83915;6.49278;1152;1149;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463178;44.83938;6.4929;1149;1149;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463179;44.83921;6.49316;1158;1144;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463180;44.83931;6.49245;1143;1149;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463181;44.84043;6.492544;1145;1149;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463182;44.84038;6.49307;1149;1144;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463183;44.83925;6.49293;1141;1144;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463184;44.83897;6.49311;1141;1144;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463185;44.83916;6.49324;1140;1144;alchemille;Vallouise-Pelvoux;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6830;7322
463186;44.04427;6.59596;1450;1441;alliaire;Thorame-Haute;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5258;8251
463187;44.3314;6.393313;1280;1295;aloes;Seyne;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5828;7899
463188;44.33004;6.392841;1280;1295;aloes;Seyne;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5828;7899
463189;44.33006;6.392841;1280;1295;aloes;Seyne;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5828;7899
463190;45.59985;7.816954;1010;NA;alouette;Pont-Saint-Martin;Pont-Saint-Martin;Vallée d'Aoste;Italie;NA;NA
463191;45.59949;7.816922;1040;NA;alouette;Pont-Saint-Martin;Pont-Saint-Martin;Vallée d'Aoste;Italie;NA;NA
463192;45.59947;7.816461;990;NA;alouette;Pont-Saint-Martin;Pont-Saint-Martin;Vallée d'Aoste;Italie;NA;NA
463193;45.59929;7.816761;1000;NA;alouette;Pont-Saint-Martin;Turin;Vallée d'Aoste;Italie;NA;NA
463194;45.59958;7.817083;1050;NA;alouette;Pont-Saint-Martin;Pont-Saint-Martin;Vallée d'Aoste;Italie;NA;NA
463195;45.59955;7.816482;990;NA;alouette;Pont-Saint-Martin;Pont-Saint-Martin;Vallée d'Aoste;Italie;NA;NA
463196;45.59938;7.816557;990;NA;alouette;Pont-Saint-Martin;Turin;Vallée d'Aoste;Italie;NA;NA
463197;45.59964;7.816965;1020;NA;alouette;Pont-Saint-Martin;Pont-Saint-Martin;Vallée d'Aoste;Italie;NA;NA
463198;46.1475;6.07349;430;426;alysson;Saint-Julien-en-Genevois;Haute-Savoie;Auvergne-Rhône-Alpes;France;NA;NA
463199;45.58301;6.19837;360;382;amanite;Fréterive;Savoie;Auvergne-Rhône-Alpes;France;8256;6506
463200;45.58353;6.197479;365;382;amanite;Fréterive;Savoie;Auvergne-Rhône-Alpes;France;8256;6506
463201;45.58283;6.198638;360;382;amanite;Fréterive;Savoie;Auvergne-Rhône-Alpes;France;8256;6506
463202;45.58287;6.198509;360;382;amanite;Fréterive;Savoie;Auvergne-Rhône-Alpes;France;8256;6506
463203;45.58313;6.19837;360;382;amanite;Fréterive;Savoie;Auvergne-Rhône-Alpes;France;8256;6506
463204;44.38899;6.697626;1331;1330;anatines;Enchastrayes;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5974;7820
463205;44.38877;6.696681;1332;1330;anatines;Enchastrayes;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;5974;7820
463206;45.39625;3.608005;980;984;androsace;Doranges;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;7659;6809
463207;45.39663;3.607259;980;984;androsace;Doranges;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;7659;6809
463208;45.39733;3.605275;980;998;androsace;Doranges;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;7659;6809
463209;45.39573;3.608214;980;984;androsace;Doranges;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;7659;6809
463210;45.39653;3.610382;980;973;androsace;Doranges;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;7659;6809
463211;45.39652;3.61021;980;973;androsace;Doranges;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;7659;6809
463212;45.38628;6.716;1430;1423;anthemis;Pralognan-la-Vanoise;Savoie;Auvergne-Rhône-Alpes;France;7832;6756
463213;46.27727;7.39962;1090;NA;apollon;Ayent;Hérens;Valais;Suisse;NA;NA
463214;44.69934;6.037738;1060;1059;araucaria;Poligny;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6539;7483
463215;44.69933;6.037759;1060;1059;araucaria;Poligny;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6539;7483
463216;44.6993;6.037716;1060;1059;araucaria;Poligny;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6539;7483
463217;44.69939;6.037867;1060;1059;araucaria;Poligny;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6539;7483
463218;45.7491;3.032612;836;861;charade;Royat;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;8368;6395
463219;45.78057;3.068457;394;391;chamaliere;Chamalières;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;8512;6316
463220;45.73709;7.49392;540;NA;armoise;Fénis;Fénis;Vallée d'Aoste;Italie;NA;NA
463221;45.73727;7.493963;540;NA;armoise;Fénis;Fénis;Vallée d'Aoste;Italie;NA;NA
463222;45.73742;7.494864;541;NA;armoise;Fénis;Fénis;Vallée d'Aoste;Italie;NA;NA
463223;45.73763;7.494885;541;NA;armoise;Fénis;Fénis;Vallée d'Aoste;Italie;NA;NA
463224;45.73765;7.494843;541;NA;armoise;Fénis;Fénis;Vallée d'Aoste;Italie;NA;NA
463225;45.737686;7.494885;539;NA;armoise;Fénis;Fénis;Vallée d'Aoste;Italie;NA;NA
463226;45.7376;7.494907;540;NA;armoise;Fénis;Fénis;Vallée d'Aoste;Italie;NA;NA
463227;45.7378;7.494821;540;NA;armoise;Fénis;Fénis;Vallée d'Aoste;Italie;NA;NA
463228;45.8351;7.318804;1162;NA;asperge;Valpelline;Valpelline;Vallée d'Aoste;Italie;NA;NA
463229;45.83522;7.318868;1162;NA;asperge;Valpelline;Valpelline;Vallée d'Aoste;Italie;NA;NA
463230;45.83581;7.318246;1162;NA;asperge;Valpelline;Valpelline;Vallée d'Aoste;Italie;NA;NA
463231;45.83581;7.318181;1162;NA;asperge;Valpelline;Valpelline;Vallée d'Aoste;Italie;NA;NA
463232;45.83576;7.318589;1162;NA;asperge;Valpelline;Valpelline;Vallée d'Aoste;Italie;NA;NA
463233;45.83579;7.318782;1162;NA;asperge;Valpelline;Valpelline;Vallée d'Aoste;Italie;NA;NA
463234;45.83578;7.318611;1162;NA;asperge;Valpelline;Valpelline;Vallée d'Aoste;Italie;NA;NA
463235;45.42747;6.485023;1140;1094;aubergine;Les Belleville;Savoie;Auvergne-Rhône-Alpes;France;7973;6671
463236;45.14441;5.801033;585;606;badiane;Herbeys;Isère;Auvergne-Rhône-Alpes;France;7395;6996
463237;45.14461;5.801355;589;606;badiane;Herbeys;Isère;Auvergne-Rhône-Alpes;France;7395;6996
463238;45.14472;5.801062;590;606;badiane;Herbeys;Isère;Auvergne-Rhône-Alpes;France;7395;6996
463239;45.14473;5.80129;589;606;badiane;Herbeys;Isère;Auvergne-Rhône-Alpes;France;7395;6996
463240;45.14457;5.800888;587;606;badiane;Herbeys;Isère;Auvergne-Rhône-Alpes;France;7395;6996
463241;45.14467;5.801129;590;606;badiane;Herbeys;Isère;Auvergne-Rhône-Alpes;France;7395;6996
463242;45.14479;5.800791;592;606;badiane;Herbeys;Isère;Auvergne-Rhône-Alpes;France;7395;6996
463243;45.1449;5.800679;600;620;badiane;Herbeys;Isère;Auvergne-Rhône-Alpes;France;7395;6996
463244;47.75528;6.734597;496;516;balsamine;Plancher-Bas;Haute-Saône;Bourgogne-Franche-Comté;France;12550;3359
463245;47.75515;6.734769;494;492;balsamine;Plancher-Bas;Haute-Saône;Bourgogne-Franche-Comté;France;12550;3359
463246;44.53858;6.050269;765;772;barbadine;Gap;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6110;7731
463247;44.53919;6.050119;765;772;barbadine;Gap;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6110;7731
463248;44.54046;6.050033;770;772;barbadine;Gap;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6110;7731
463249;44.54023;6.048939;770;772;barbadine;Gap;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6110;7731
463250;44.53861;6.050076;765;772;barbadine;Gap;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6110;7731
463251;44.53962;6.050419;765;772;barbadine;Gap;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6110;7731
463252;44.53933;6.050291;765;772;barbadine;Gap;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6110;7731
463253;44.54;6.050248;765;772;barbadine;Gap;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6110;7731
463254;44.5405;6.050033;770;772;barbadine;Gap;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6110;7731
463255;44.53995;6.049475;760;772;barbadine;Gap;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6110;7731
463256;44.53978;6.049196;760;772;barbadine;Gap;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6110;7731
463257;44.5324;5.667942;820;829;barge;La Beaume;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6107;7728
463258;44.53232;5.668514;820;829;barge;La Beaume;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6107;7728
463259;44.53393;5.669637;820;806;barge;La Beaume;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6107;7728
463260;44.53416;5.669315;820;806;barge;La Beaume;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6107;7728
463261;44.53239;5.668269;820;829;barge;La Beaume;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6107;7728
463262;44.5323;5.668446;820;829;barge;La Beaume;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6107;7728
463263;44.53226;5.668897;820;829;barge;La Beaume;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6107;7728
463264;44.53213;5.667813;820;829;barge;La Beaume;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6107;7728
463265;44.5322;5.667813;820;829;barge;La Beaume;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6107;7728
463266;45.6592;2.96736;920;922;bartramie;Aydat;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;8225;6475
463267;45.65909;2.967499;920;917;bartramie;Aydat;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;8225;6475
463268;47.94394;6.789894;430;533;basilic;Saulxures-sur-Moselotte;Vosges;Grand Est;France;12979;2972
463269;47.94371;6.789894;430;533;basilic;Saulxures-sur-Moselotte;Vosges;Grand Est;France;12979;2972
463270;47.94371;6.787662;430;510;basilic;Saulxures-sur-Moselotte;Vosges;Grand Est;France;12979;2972
463271;47.94348;6.787319;430;510;basilic;Saulxures-sur-Moselotte;Vosges;Grand Est;France;12979;2972
463272;47.94348;6.787662;430;510;basilic;Saulxures-sur-Moselotte;Vosges;Grand Est;France;12979;2972
463273;47.94337;6.788005;430;510;basilic;Saulxures-sur-Moselotte;Vosges;Grand Est;France;12979;2972
463274;47.94348;6.789207;430;510;basilic;Saulxures-sur-Moselotte;Vosges;Grand Est;France;12979;2972
463275;47.9436;6.790237;430;533;basilic;Saulxures-sur-Moselotte;Vosges;Grand Est;France;12979;2972
463276;45.65235;6.17642;830;808;lezine;Jarsy;Savoie;Auvergne-Rhône-Alpes;France;8399;6426
463277;45.68014;6.2084;1380;1403;cherel;Jarsy;Savoie;Auvergne-Rhône-Alpes;France;8399;6426
463278;45.681;6.20708;1370;1296;cherel;Jarsy;Savoie;Auvergne-Rhône-Alpes;France;8399;6426
463279;46.07771;6.098549;768;769;baumier;Présilly;Haute-Savoie;Auvergne-Rhône-Alpes;France;9256;5916
463280;46.07769;6.098678;777;769;baumier;Présilly;Haute-Savoie;Auvergne-Rhône-Alpes;France;9256;5916
463281;46.07777;6.098334;770;769;baumier;Présilly;Haute-Savoie;Auvergne-Rhône-Alpes;France;9256;5916
463282;46.07774;6.098506;772;769;baumier;Présilly;Haute-Savoie;Auvergne-Rhône-Alpes;France;9256;5916
463283;46.07771;6.098656;775;769;baumier;Présilly;Haute-Savoie;Auvergne-Rhône-Alpes;France;9256;5916
463284;46.07763;6.098806;775;775;baumier;Présilly;Haute-Savoie;Auvergne-Rhône-Alpes;France;9256;5916
463285;46.07777;6.098506;768;769;baumier;Présilly;Haute-Savoie;Auvergne-Rhône-Alpes;France;9256;5916
463286;46.07727;6.099514;769;775;baumier;Présilly;Haute-Savoie;Auvergne-Rhône-Alpes;France;9256;5916
463287;46.07713;6.099965;777;775;baumier;Présilly;Haute-Savoie;Auvergne-Rhône-Alpes;France;9256;5916
463288;43.05142;0.147986;598;602;CPIE Vallon du Salut;Bagnères-de-Bigorre;Hautes-Pyrénées;Occitanie;France;3048;9427
463289;46.16996;4.429206;690;682;bergamote;Belleroche;Loire;Auvergne-Rhône-Alpes;France;9240;5900
463290;46.16983;4.429078;690;682;bergamote;Belleroche;Loire;Auvergne-Rhône-Alpes;France;9240;5900
