n_du_site;latitude_du_site;longitude_du_site;altitude_du_site;altitude_du_site_ign;nom_du_site;commune;departement;region;pays;numero_de_maille_drias;numero_de_maille_safran
5614;43.68;3.57;71;46;aniane;Aniane;Hérault;Occitanie;France;4370;8766
5615;46.9;5.77;299;310;arbois;Arbois;Jura;Bourgogne-Franche-Comté;France;10825;4785
5616;44.83;-0.56;6;5;archevêque de bordeaux;Bordeaux;Gironde;Nouvelle-Aquitaine;France;6617;7335
5617;48.93;2.23;40;28;argenteuil;Argenteuil;Val-d'Oise;Île-de-France;France;14653;1454
5618;43.67;4.62;7;4;arles;Arles;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;France;4381;8777
5619;43.67;4.62;7;4;arles plan;Arles;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;France;4381;8777
5620;48.27;4.63;155;151;arsonval;Arsonval;Aube;Grand Est;France;13531;2437
5621;46.94;5.79;328;331;arsures;Montigny-lès-Arsures;Jura;Bourgogne-Franche-Comté;France;10968;4669
5622;43.8;4.03;77;67;asperes  - ménard;Garrigues;Hérault;Occitanie;France;4518;8681
5623;43.8;4.03;77;67;asperes - olivette;Garrigues;Hérault;Occitanie;France;4518;8681
5624;49.02;4.12;74;72;athis;Athis;Marne;Grand Est;France;14956;1268
5625;44.1;5.02;73;62;aubignan;Aubignan;Vaucluse;Provence-Alpes-Côte d'Azur;France;5242;8235
5626;46.48;6.38;515;440;aubonne;Féchy;District de Morges;Vaud;Suisse;NA;NA
5627;47.78;3.57;110;142;auxerre;Auxerre;Yonne;Bourgogne-Franche-Comté;France;12520;3329
5628;47.48;3.9;234;251;avallon;Avallon;Yonne;Bourgogne-Franche-Comté;France;11808;3948
5629;49.07;4.04;83;149;avenay;Avenay-Val-d'Or;Marne;Grand Est;France;15098;1177
5630;43.95;4.8;32;16;avignon 1;Avignon;Vaucluse;Provence-Alpes-Côte d'Azur;France;4954;8416
5631;43.95;4.8;32;16;avignon 2;Avignon;Vaucluse;Provence-Alpes-Côte d'Azur;France;4954;8416
5632;43.95;4.8;32;16;avignon 3;Avignon;Vaucluse;Provence-Alpes-Côte d'Azur;France;4954;8416
5633;43.95;4.8;32;16;avignon 4;Avignon;Vaucluse;Provence-Alpes-Côte d'Azur;France;4954;8416
5634;48.97;4.0;170;223;avize;Avize;Marne;Grand Est;France;14812;1367
5635;48.77;5.93;231;217;avrainville;Avrainville;Meurthe-et-Moselle;Grand Est;France;14544;1597
5636;42.8;2.23;415;417;axat;Axat;Aude;Occitanie;France;2497;9624
5637;49.05;4.0;75;72;aÿ 1;Aÿ-Champagne;Marne;Grand Est;France;14955;1267
5638;49.05;4.0;75;72;aÿ 2;Aÿ-Champagne;Marne;Grand Est;France;14955;1267
5639;44.07;4.05;173;155;bagard;Bagard;Gard;Occitanie;France;5090;8317
5640;43.18;2.5;81;104;barbaira;Barbaira;Aude;Occitanie;France;3358;9330
5641;48.4;7.43;221;277;barr;Mittelbergheim;Bas-Rhin;Grand Est;France;13986;2097
5642;49.32;3.7;95;90;baslieux-les-fismes;Baslieux-lès-Fismes;Marne;Grand Est;France;15524;912
5643;46.57;5.43;322;266;beaufort;Beaufort-Orbagna;Jura;Bourgogne-Franche-Comté;France;10107;5344
5644;45.98;3.38;328;339;beaumont-les-randan;Luzillat;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;8944;6071
5645;47.02;4.83;252;219;beaune 1;Beaune;Côte-d'Or;Bourgogne-Franche-Comté;France;10959;4660
5646;47.02;4.83;252;219;beaune 2;Beaune;Côte-d'Or;Bourgogne-Franche-Comté;France;10959;4660
5647;47.02;4.83;214;219;beaune 3;Beaune;Côte-d'Or;Bourgogne-Franche-Comté;France;10959;4660
5648;45.81;3.29;374;337;beauregard - l'évêque;Beauregard-l'Évêque;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;8514;6318
5649;44.03;4.88;30;23;bédarrides;Sorgues;Vaucluse;Provence-Alpes-Côte d'Azur;France;5098;8325
5650;44.35;4.97;208;245;bédoin;Visan;Vaucluse;Provence-Alpes-Côte d'Azur;France;5671;7968
5651;43.95;4.8;32;16;bénédictins de ste catherine d'avignon;Avignon;Vaucluse;Provence-Alpes-Côte d'Azur;France;4954;8416
5652;43.49;2.95;205;214;berlou;Ferrières-Poussarou;Hérault;Occitanie;France;3935;9025
5653;47.23;6.02;248;310;besançon;Besançon;Doubs;Bourgogne-Franche-Comté;France;11542;4205
5654;43.97;3.53;314;317;bez-et-esparon;Bez-et-Esparon;Gard;Occitanie;France;4941;8403
5655;43.33;3.22;66;9;béziers;Béziers;Hérault;Occitanie;France;3651;9193
5656;48.33;7.42;240;272;blienschwiller;Dambach-la-Ville;Bas-Rhin;Grand Est;France;13843;2219
5657;44.27;4.73;55;46;bollène;Bollène;Vaucluse;Provence-Alpes-Côte d'Azur;France;5525;8050
5658;44.84;-0.57;6;6;bordeaux (jurade);Bordeaux;Gironde;Nouvelle-Aquitaine;France;6617;7335
5659;48.18;3.98;160;287;bouilly;Bouilly;Aube;Grand Est;France;13239;2688
5660;47.07;2.38;149;150;bourges;Bourges;Cher;Centre-Val de Loire;France;11079;4520
5661;49.07;4.15;111;102;bouzy;Tours-sur-Marne;Marne;Grand Est;France;15099;1178
5662;43.23;2.1;134;157;bram;Villesiscle;Aude;Occitanie;France;3354;9326
5663;45.4;3.32;419;435;brassac-les-mines;Sainte-Florine;Haute-Loire;Auvergne-Rhône-Alpes;France;7656;6806
5664;46.43;3.25;264;295;bresnay;Bresnay;Allier;Auvergne-Rhône-Alpes;France;9800;5520
5665;45.28;3.38;440;533;brioude;Brioude;Haute-Loire;Auvergne-Rhône-Alpes;France;7514;6890
5666;47.42;5.84;236;233;bucey-les gy;Bucey-lès-Gy;Haute-Saône;Bourgogne-Franche-Comté;France;11827;3967
5667;47.05;5.17;250;180;burgundy 1;Pagny-la-Ville;Côte-d'Or;Bourgogne-Franche-Comté;France;11105;4546
5668;47.05;5.17;250;180;burgundy 2;Pagny-la-Ville;Côte-d'Or;Bourgogne-Franche-Comté;France;11105;4546
5669;43.9;4.47;129;114;cabrières;Cabrières;Gard;Occitanie;France;4808;8504
5670;43.9;4.47;146;114;cabrières 1;Cabrières;Gard;Occitanie;France;4808;8504
5671;43.9;4.47;146;114;cabrières 2;Cabrières;Gard;Occitanie;France;4808;8504
5672;44.1;4.75;28;28;caderousse;Caderousse;Vaucluse;Provence-Alpes-Côte d'Azur;France;5240;8233
5673;43.14;2.13;239;209;cailhau;Cailhau;Aude;Occitanie;France;3211;9391
5674;46.46;6.84;421;NA;canton de vaud;Vevey;District de la Riviera-Pays-d’Enhaut;Vaud;Suisse;NA;NA
5675;44.1;5.1;96;159;caromb;Caromb;Vaucluse;Provence-Alpes-Côte d'Azur;France;5243;8236
5676;44.05;5.05;92;89;carpentras;Carpentras;Vaucluse;Provence-Alpes-Côte d'Azur;France;5100;8327
5677;43.83;5.47;434;620;castellet;Castellet;Vaucluse;Provence-Alpes-Côte d'Azur;France;4675;8605
5678;43.32;1.95;192;190;castelnaudary;Castelnaudary;Aude;Occitanie;France;3639;9181
5679;43.44;3.44;27;15;castelnau-de-guers;Castelnau-de-Guers;Hérault;Occitanie;France;3797;9116
5680;43.43;2.23;179;772;castres;Lacombe;Aude;Occitanie;France;3784;9103
5681;43.88;4.93;55;44;caumont-sur-durance;Noves;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;France;4813;8509
5682;49.33;3.92;87;98;cauroy-les-hermonville;Hermonville;Marne;Grand Est;France;15526;914
5683;43.83;5.03;136;68;cavaillon 1;Cavaillon;Vaucluse;Provence-Alpes-Côte d'Azur;France;4671;8601
5684;43.92;5.03;136;58;cavaillon 2;L'Isle-sur-la-Sorgue;Vaucluse;Provence-Alpes-Côte d'Azur;France;4814;8510
5685;43.43;3.03;82;152;cessenon-sur-orb 1;Cazedarnes;Hérault;Occitanie;France;3793;9112
5686;43.43;3.03;82;152;cessenon-sur-orb 2;Cazedarnes;Hérault;Occitanie;France;3793;9112
5687;45.58;3.17;451;498;chadeleuf;Chadeleuf;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;8084;6557
5688;47.47;5.07;347;341;chaignay;Chaignay;Côte-d'Or;Bourgogne-Franche-Comté;France;11962;3837
5689;42.98;2.0;393;378;chalabre;Chalabre;Aude;Occitanie;France;2924;9494
5690;48.95;4.37;85;83;châlons;Châlons-en-Champagne;Marne;Grand Est;France;14815;1370
5691;45.35;3.25;540;576;chambezon;Léotoing;Haute-Loire;Auvergne-Rhône-Alpes;France;7655;6805
5692;47.18;4.95;279;332;chambolle;Chambolle-Musigny;Côte-d'Or;Bourgogne-Franche-Comté;France;11389;4312
5693;49.17;3.95;150;162;chamery;Chamery;Marne;Grand Est;France;15240;1087
5694;48.43;1.48;159;139;chartres;Luisant;Eure-et-Loir;Centre-Val de Loire;France;13788;2164
5695;43.92;4.92;48;109;chartreuse de bonpas à caumont;Châteauneuf-de-Gadagne;Vaucluse;Provence-Alpes-Côte d'Azur;France;4812;8508
5696;44.23;4.55;197;293;chartrosse de valbonne;Saint-Laurent-de-Carnols;Gard;Occitanie;France;5381;8140
5697;44.87;-0.1;25;13;château mangot;Saint-Étienne-de-Lisse;Gironde;Nouvelle-Aquitaine;France;6621;7339
5698;47.68;0.41;79;46;château-du-loir;Montval-sur-Loir;Sarthe;Pays de la Loire;France;12204;3549
5699;43.92;4.97;47;49;chateauneuf-de-gadagne;Le Thor;Vaucluse;Provence-Alpes-Côte d'Azur;France;4813;8509
5700;44.03;4.82;37;25;châteauneuf-du-pape 1;Sorgues;Vaucluse;Provence-Alpes-Côte d'Azur;France;5097;8324
5701;44.03;4.82;37;25;châteauneuf-du-pape 2;Sorgues;Vaucluse;Provence-Alpes-Côte d'Azur;France;5097;8324
5702;47.98;5.88;239;282;châtillon-sur-saône;Les Thons;Vosges;Grand Est;France;12971;2964
5703;46.84;5.47;213;217;chaumergy;Chaumergy;Jura;Bourgogne-Franche-Comté;France;10679;4898
5704;46.96;5.41;195;188;chaussin;Chaussin;Jura;Bourgogne-Franche-Comté;France;10965;4666
5705;45.52;6.0;401;303;chignin;Chignin;Savoie;Auvergne-Rhône-Alpes;France;8111;6584
5706;47.15;0.22;31;35;chinon 1;Chinon;Indre-et-Loire;Centre-Val de Loire;France;11201;4383
5707;47.15;0.22;31;35;chinon 2;Chinon;Indre-et-Loire;Centre-Val de Loire;France;11201;4383
5708;47.15;0.22;31;35;chinon 3;Chinon;Indre-et-Loire;Centre-Val de Loire;France;11201;4383
5709;46.1;-0.33;47;56;chizé;Chizé;Deux-Sèvres;Nouvelle-Aquitaine;France;9194;5854
5710;44.13;4.68;41;37;chusclan;Orsan;Gard;Occitanie;France;5239;8232
5711;48.78;2.25;121;168;clamart;Le Plessis-Robinson;Hauts-de-Seine;Île-de-France;France;14367;1679
5712;43.62;3.43;117;191;clermont l'herault;Clermont-l'Hérault;Hérault;Occitanie;France;4226;8853
5713;48.05;7.38;189;189;colmar;Colmar;Haut-Rhin;Grand Est;France;13270;2719
5714;44.37;3.93;654;949;concoules;Concoules;Gard;Occitanie;France;5660;7957
5715;46.35;3.3;227;232;contigny;Contigny;Allier;Auvergne-Rhône-Alpes;France;9658;5615
5716;43.87;3.93;141;259;corconne;Corconne;Gard;Occitanie;France;4660;8590
5717;43.95;4.8;32;16;cordeliers d'avignon;Avignon;Vaucluse;Provence-Alpes-Côte d'Azur;France;4954;8416
5718;44.05;1.95;204;227;cordes-sur-ciel;Cordes-sur-Ciel;Tarn;Occitanie;France;5069;8296
5719;47.07;4.85;257;261;corton;Pernand-Vergelesses;Côte-d'Or;Bourgogne-Franche-Comté;France;11102;4543
5720;47.05;5.17;250;180;cotes d'or;Pagny-la-Ville;Côte-d'Or;Bourgogne-Franche-Comté;France;11105;4546
5721;42.93;2.25;271;367;couiza;Rennes-le-Château;Aude;Occitanie;France;2784;9539
5722;43.95;4.8;32;16;cours de justice du comtat venaissin;Avignon;Vaucluse;Provence-Alpes-Côte d'Azur;France;4954;8416
5723;44.08;4.88;41;34;courthezon;Courthézon;Vaucluse;Provence-Alpes-Côte d'Azur;France;5098;8325
5724;45.98;-0.08;90;95;couture-d'argenson;Couture-d'Argenson;Deux-Sèvres;Nouvelle-Aquitaine;France;8910;6037
5725;43.98;5.05;75;91;couvent des augustins, pernes-les-fontaines;Pernes-les-Fontaines;Vaucluse;Provence-Alpes-Côte d'Azur;France;4957;8419
5726;48.2;4.65;212;275;couvignon;Couvignon;Aube;Grand Est;France;13388;2564
5727;48.98;3.98;204;242;cramant;Cramant;Marne;Grand Est;France;14812;1367
5728;49.07;3.92;70;69;cumières;Cumières;Marne;Grand Est;France;15097;1176
5729;49.07;3.88;71;69;damery;Damery;Marne;Grand Est;France;15097;1176
5730;48.15;2.33;115;100;denainvilliers - boesses;Yèvre-la-Ville;Loiret;Centre-Val de Loire;France;13223;2672
5731;47.32;5.03;250;240;dijon;Dijon;Côte-d'Or;Bourgogne-Franche-Comté;France;11676;4079
5732;49.07;3.97;72;86;dizy;Dizy;Marne;Grand Est;France;15097;1176
5733;47.07;5.48;226;200;dole;Dole;Jura;Bourgogne-Franche-Comté;France;11108;4549
5734;43.62;3.88;42;27;domaine  méric - montpellier;Montpellier;Hérault;Occitanie;France;4230;8857
5735;42.98;2.82;192;125;durban-corbieres;Durban-Corbières;Aude;Occitanie;France;2932;9502
5736;48.03;7.3;206;249;eguisheim;Herrlisheim-près-Colmar;Haut-Rhin;Grand Est;France;13127;2846
5737;49.03;3.95;118;78;epernay;Épernay;Marne;Grand Est;France;14954;1266
5738;48.05;4.53;181;202;essoyes;Essoyes;Aube;Grand Est;France;13101;2820
5739;43.55;3.77;32;25;fabrègues;Fabrègues;Hérault;Occitanie;France;4086;8945
5740;49.3;3.67;73;74;fismes;Fismes;Marne;Grand Est;France;15524;912
5741;48.68;5.78;258;248;foug;Foug;Meurthe-et-Moselle;Grand Est;France;14399;1711
5742;43.47;3.75;10;95;frontignan;Frontignan;Hérault;Occitanie;France;3943;9033
5743;43.9;1.9;144;139;gaillac;Gaillac;Tarn;Occitanie;France;4782;8478
5744;44.55;6.07;730;731;gap;Gap;Hautes-Alpes;Provence-Alpes-Côte d'Azur;France;6111;7732
5745;44.07;4.57;131;185;gaujac;Gaujac;Gard;Occitanie;France;5095;8322
5746;46.2;6.13;382;375;genève 1;Genève;Jonction;Genève;Suisse;NA;NA
5747;46.22;6.15;383;382;genève 2;Genève;Pâquis;Genève;Suisse;NA;NA
5748;44.35;3.93;495;793;génolhac;Génolhac;Gard;Occitanie;France;5660;7957
5749;43.65;3.53;62;50;gignac;Saint-André-de-Sangonis;Hérault;Occitanie;France;4227;8854
5750;44.15;4.7;259;79;gigondas;Chusclan;Gard;Occitanie;France;5239;8232
5751;44.88;-0.48;19;55;gironde (abbaye de bonlieu);Yvrac;Gironde;Nouvelle-Aquitaine;France;6761;7253
5752;43.63;3.78;74;104;grabels-massanne;Juvignac;Hérault;Occitanie;France;4229;8856
5754;48.65;2.38;62;82;grigny;Grigny;Essonne;Île-de-France;France;14225;1803
5755;45.15;-0.75;9;15;gruaud larose;Saint-Julien-Beychevelle;Gironde;Nouvelle-Aquitaine;France;7330;6931
5756;43.58;3.8;36;25;guizard;Lavérune;Hérault;Occitanie;France;4086;8945
5757;47.4;5.8;227;232;gy;Gy;Haute-Saône;Bourgogne-Franche-Comté;France;11826;3966
5758;42.57;2.83;483;122;haro 1;Tresserre;Pyrénées-Orientales;Occitanie;France;2075;9732
5759;42.57;2.83;483;122;haro 2;Tresserre;Pyrénées-Orientales;Occitanie;France;2075;9732
5760;42.57;2.83;483;122;haro 3;Tresserre;Pyrénées-Orientales;Occitanie;France;2075;9732
5761;49.08;3.93;204;172;hautvillers;Hautvillers;Marne;Grand Est;France;15097;1176
5762;49.33;3.9;106;155;hermonville;Hermonville;Marne;Grand Est;France;15526;914
5763;44.82;-0.61;29;16;ht brion - web;Pessac;Gironde;Nouvelle-Aquitaine;France;6616;7334
5764;48.82;2.27;53;80;issy;Issy-les-Moulineaux;Hauts-de-Seine;Île-de-France;France;14510;1563
5765;44.1;4.88;53;57;jonquières;Courthézon;Vaucluse;Provence-Alpes-Côte d'Azur;France;5241;8234
5766;43.92;5.25;236;194;joucas;Joucas;Vaucluse;Provence-Alpes-Côte d'Azur;France;4816;8512
5767;48.77;5.68;287;367;jouy-sous-les-côtes;Geville;Meuse;Grand Est;France;14541;1594
5768;49.07;8.83;197;NA;kurnbach;Kürnbach;Landkreis Karlsruhe;Bade-Wurtemberg;Allemagne;NA;NA
5769;43.35;2.78;142;130;la caunette;La Caunette;Hérault;Occitanie;France;3647;9189
5770;46.95;4.67;418;448;la rochepot;La Rochepot;Côte-d'Or;Bourgogne-Franche-Comté;France;10815;4775
5771;48.0;2.53;97;97;ladon;Ladon;Loiret;Centre-Val de Loire;France;12939;2932
5772;45.47;3.33;473;490;lamontgie;Lamontgie;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;7799;6723
5773;43.65;4.06;7;9;lansargues;Lansargues;Hérault;Occitanie;France;4232;8859
5774;43.28;2.03;147;138;lasborde;Pexiora;Aude;Occitanie;France;3496;9258
5775;44.1;4.65;83;62;laudun;Laudun-l'Ardoise;Gard;Occitanie;France;5239;8232
5776;46.57;6.52;415;NA;lausanne;Aclens;District de Morges;Vaud;Suisse;NA;NA
5777;46.5;6.75;815;NA;lavaux;Bourg-en-Lavaux;District de Lavaux-Oron;Vaud;Suisse;NA;NA
5778;43.68;3.15;298;443;le bousquet d'orb;La Tour-sur-Orb;Hérault;Occitanie;France;4366;8762
5779;46.2;6.13;382;375;le crest - jussy;Genève;Jonction;Genève;Suisse;NA;NA
5780;43.55;3.87;10;1;le terral;Lattes;Hérault;Occitanie;France;4087;8946
5781;43.92;4.98;51;51;le thor 1;Le Thor;Vaucluse;Provence-Alpes-Côte d'Azur;France;4813;8509
5782;43.92;4.98;51;51;le thor 2;Le Thor;Vaucluse;Provence-Alpes-Côte d'Azur;France;4813;8509
5783;47.98;4.28;210;310;les riceys;Bagneux-la-Fosse;Aube;Grand Est;France;12813;3082
5784;45.95;4.52;336;356;letra;Ternand;Rhône;Auvergne-Rhône-Alpes;France;8812;6168
5785;43.2;2.75;45;63;lezignan;Lézignan-Corbières;Aude;Occitanie;France;3361;9333
5786;45.97;4.65;245;266;liergues;Porte des Pierres Dorées;Rhône;Auvergne-Rhône-Alpes;France;8956;6083
5787;43.92;5.03;59;58;l'isle-sur-le-sorgue;L'Isle-sur-la-Sorgue;Vaucluse;Provence-Alpes-Côte d'Azur;France;4814;8510
5788;46.77;3.07;227;239;livry;Livry;Nièvre;Bourgogne-Franche-Comté;France;10371;5104
5789;48.05;4.5;178;234;loches-sur-ource;Loches-sur-Ource;Aube;Grand Est;France;13101;2820
5790;43.73;3.32;174;169;lodève;Lodève;Hérault;Occitanie;France;4367;8763
5791;46.67;5.55;258;259;lons-le-saulnier;Lons-le-Saunier;Jura;Bourgogne-Franche-Comté;France;10394;5127
5792;44.07;5.0;40;34;loriol-du comtat;Loriol-du-Comtat;Vaucluse;Provence-Alpes-Côte d'Azur;France;5099;8326
5793;43.67;4.13;10;5;lunel;Lunel;Hérault;Occitanie;France;4376;8772
5794;44.15;4.35;297;288;lussan;Lussan;Gard;Occitanie;France;5236;8229
5795;44.17;5.13;369;358;malaucène;Malaucène;Vaucluse;Provence-Alpes-Côte d'Azur;France;5386;8145
5796;48.38;6.17;263;288;marainville-sur-madon;Xaronval;Vosges;Grand Est;France;13831;2207
5797;43.36;3.15;35;67;maraussan 1;Maraussan;Hérault;Occitanie;France;3651;9193
5798;43.36;3.15;35;67;maraussan 2;Maraussan;Hérault;Occitanie;France;3651;9193
5799;43.36;3.15;35;67;maraussan 3;Maraussan;Hérault;Occitanie;France;3651;9193
5800;43.36;3.15;35;67;maraussan 4;Maraussan;Hérault;Occitanie;France;3651;9193
5801;47.27;4.98;272;298;marsannay la cote;Marsannay-la-Côte;Côte-d'Or;Bourgogne-Franche-Comté;France;11532;4195
5802;47.43;5.08;309;297;marsannay le bois;Marsannay-le-Bois;Côte-d'Or;Bourgogne-Franche-Comté;France;11819;3959
5803;43.28;5.37;31;87;marseille;Marseille;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;France;NA;NA
5804;43.65;4.17;6;3;marsillargues;Marsillargues;Hérault;Occitanie;France;4233;8860
5805;43.37;2.35;346;429;mas cabardes;Miraval-Cabardès;Aude;Occitanie;France;3643;9185
5806;43.6;4.0;10;3;mauguio;Mauguio;Hérault;Occitanie;France;4231;8858
5807;44.05;5.12;139;151;mazan;Mazan;Vaucluse;Provence-Alpes-Côte d'Azur;France;5100;8327
5808;44.05;5.12;139;151;mazan - jacquet;Mazan;Vaucluse;Provence-Alpes-Côte d'Azur;France;5100;8327
5809;47.02;4.73;407;408;meloisey;Meloisey;Côte-d'Or;Bourgogne-Franche-Comté;France;10958;4659
5810;45.87;3.12;328;341;ménétrol;Ménétrol;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;8655;6237
5811;48.85;2.38;59;34;menilmontant-fesca;Paris;Paris;Île-de-France;France;14511;1564
5812;48.93;4.02;126;147;mesnil-sur-oger;Le Mesnil-sur-Oger;Marne;Grand Est;France;14812;1367
5813;48.8;2.23;96;154;meudon;Meudon;Hauts-de-Seine;Île-de-France;France;14510;1563
5814;43.87;4.55;39;71;meynes;Meynes;Gard;Occitanie;France;4666;8596
5815;43.42;3.6;10;4;meze;Mèze;Hérault;Occitanie;France;3798;9117
5816;44.23;4.7;47;37;mondragon;Mondragon;Vaucluse;Provence-Alpes-Côte d'Azur;France;5525;8050
5817;47.5;6.8;318;344;montbeliard;Montbéliard;Doubs;Bourgogne-Franche-Comté;France;12122;3733
5818;44.03;4.98;43;33;monteux;Monteux;Vaucluse;Provence-Alpes-Côte d'Azur;France;5099;8326
5819;43.87;4.58;29;18;montfrin;Montfrin;Gard;Occitanie;France;4666;8596
5820;46.98;4.77;278;247;monthèlie;Meursault;Côte-d'Or;Bourgogne-Franche-Comté;France;10959;4660
5821;45.5;6.05;311;292;montmelian;Montmélian;Savoie;Auvergne-Rhône-Alpes;France;8112;6585
5822;48.98;2.32;127;86;montmorency;Deuil-la-Barre;Val-d'Oise;Île-de-France;France;14796;1351
5823;43.6;3.87;30;37;montpellier;Montpellier;Hérault;Occitanie;France;4230;8857
5824;43.68;3.5;140;100;montpeyroux;Montpeyroux;Hérault;Occitanie;France;4369;8765
5825;44.23;1.47;221;183;montpezat-en-quercy;Montpezat-de-Quercy;Tarn-et-Garonne;Occitanie;France;5350;8109
5826;48.82;2.32;74;72;montrouge;Montrouge;Hauts-de-Seine;Île-de-France;France;14510;1563
5827;46.8;4.58;363;282;morey;Morey;Saône-et-Loire;Bourgogne-Franche-Comté;France;10528;5005
5828;46.5;6.48;375;NA;morges;Tolochenaz;District de Morges;Vaud;Suisse;NA;NA
5829;43.93;4.9;32;32;morières-les-avignon 1;Morières-lès-Avignon;Vaucluse;Provence-Alpes-Côte d'Azur;France;4812;8508
5830;43.93;4.9;32;32;morières-les-avignon 2;Morières-lès-Avignon;Vaucluse;Provence-Alpes-Côte d'Azur;France;4812;8508
5831;44.07;5.17;224;328;mormoiron;Mormoiron;Vaucluse;Provence-Alpes-Côte d'Azur;France;5101;8328
5832;44.2;4.72;47;35;mornas;Mornas;Vaucluse;Provence-Alpes-Côte d'Azur;France;5382;8141
5833;43.23;2.93;31;54;moussan;Marcorignan;Aude;Occitanie;France;3363;9335
5834;43.833;6.2166;658;535;moustiers-sainte-marie;Moustiers-Sainte-Marie;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;4826;8522
5835;43.17;2.65;90;130;moux;Moux;Aude;Occitanie;France;3217;9397
5836;47.75;7.33;255;240;mulhouse;Mulhouse;Haut-Rhin;Grand Est;France;12698;3238
5837;43.44;3.15;89;69;murviel-lès-béziers;Murviel-lès-Béziers;Hérault;Occitanie;France;3794;9113
5838;47.21;-1.55;24;6;nantes;Nantes;Loire-Atlantique;Pays de la Loire;France;11328;4251
5839;43.17;3.0;8;6;narbonne;Narbonne;Aude;Occitanie;France;3220;9400
5840;48.45;7.47;184;204;obernai;Obernai;Bas-Rhin;Grand Est;France;13986;2097
5841;43.28;2.72;52;51;olonzac;Olonzac;Hérault;Occitanie;France;3503;9265
5842;43.82;5.32;246;437;oppède-le-vieux;Bonnieux;Vaucluse;Provence-Alpes-Côte d'Azur;France;4674;8604
5843;44.13;4.8;49;36;orange;Orange;Vaucluse;Provence-Alpes-Côte d'Azur;France;5240;8233
5844;47.24;5.67;206;210;ougney;Ougney;Jura;Bourgogne-Franche-Comté;France;11539;4202
5845;46.38;-0.05;89;102;pamproux;Pamproux;Deux-Sèvres;Nouvelle-Aquitaine;France;9626;5583
5846;48.85;2.37;40;35;paris (quinze-vingt);Paris;Paris;Île-de-France;France;14511;1564
5847;43.98;5.05;75;91;pernes-les-fontaines;Pernes-les-Fontaines;Vaucluse;Provence-Alpes-Côte d'Azur;France;4957;8419
5848;43.28;2.55;168;155;peyriac - minervois;Peyriac-Minervois;Aude;Occitanie;France;3502;9264
5849;43.45;3.42;22;15;pezenas;Pézenas;Hérault;Occitanie;France;3796;9115
5850;47.98;7.28;229;287;pfaffenheim;Pfaffenheim;Haut-Rhin;Grand Est;France;13127;2846
5851;45.18;-0.75;13;8;pichon longueville;Pauillac;Gironde;Nouvelle-Aquitaine;France;7330;6931
5852;49.02;3.93;85;138;pierry;Pierry;Marne;Grand Est;France;14954;1266
5853;44.17;4.75;60;33;piolenc;Piolenc;Vaucluse;Provence-Alpes-Côte d'Azur;France;5383;8142
5854;46.83;5.7;378;323;poligny;Poligny;Jura;Bourgogne-Franche-Comté;France;10682;4901
5855;47.0;4.78;245;292;pommard;Volnay;Côte-d'Or;Bourgogne-Franche-Comté;France;10959;4660
5856;44.25;4.63;47;85;pont-saint-esprit;Pont-Saint-Esprit;Gard;Occitanie;France;5524;8049
5857;43.02;3.05;1;1;port la nouvelle;Port-la-Nouvelle;Aude;Occitanie;France;NA;NA
5858;49.3;3.95;141;132;pouillon;Merfy;Marne;Grand Est;France;15526;914
5859;43.9;4.42;162;201;poulx;Poulx;Gard;Occitanie;France;4807;8503
5860;43.48;3.67;46;36;poussan;Poussan;Hérault;Occitanie;France;3942;9032
5861;43.48;3.27;78;95;pouzolles;Pouzolles;Hérault;Occitanie;France;3938;9028
5862;43.7;3.86;65;60;prades-le-lez;Prades-le-Lez;Hérault;Occitanie;France;4373;8769
5863;43.36;3.04;80;72;puisserguier;Puisserguier;Hérault;Occitanie;France;3650;9192
5864;46.93;4.75;228;224;puligny - montrachet;Corpeau;Côte-d'Or;Bourgogne-Franche-Comté;France;10815;4775
5865;46.5;6.65;423;NA;pully;Pully;District de Lavaux-Oron;Vaud;Suisse;NA;NA
5866;46.88;5.76;458;510;pupillin;Pupillin;Jura;Bourgogne-Franche-Comté;France;10825;4785
5867;44.27;5.12;352;301;puymeras;Puyméras;Vaucluse;Provence-Alpes-Côte d'Azur;France;5529;8054
5868;43.9;4.0;86;72;quissac;Quissac;Gard;Occitanie;France;4803;8499
5869;43.05;2.33;311;274;rabassié;Villebazy;Aude;Occitanie;France;3070;9449
5870;48.18;7.32;260;239;ribeauvillé;Hunawihr;Haut-Rhin;Grand Est;France;13556;2462
5871;43.8166;6.0833;599;523;riez;Riez;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur;France;4681;8611
5872;45.88;3.08;345;378;riom;Marsat;Puy-de-Dôme;Auvergne-Rhône-Alpes;France;8655;6237
5873;48.17;7.28;303;463;riquewihr;Riquewihr;Haut-Rhin;Grand Est;France;13412;2588
